,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
485,2,50.34520547945207,11.698630136986301,1,1,1,1,4,False,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
487,1,46.01917808219178,18.035616438356165,1,0,1,0,2,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
492,0,42.745205479452046,13.865753424657536,1,0,1,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
493,0,63.93424657534246,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
495,0,49.6,3.608219178082192,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
496,0,63.56164383561644,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
497,0,27.34520547945205,5.112328767123287,1,0,0,1,2,False,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
502,1,48.03287671232878,22.038356164383558,1,0,0,0,3,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
507,0,59.10136986301371,5.945205479452055,1,0,0,0,2,False,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
508,0,45.22465753424658,11.865753424657536,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
510,0,55.19178082191781,2.8575342465753426,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
516,0,54.01095890410959,22.871232876712327,1,0,0,0,2,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
517,1,37.78082191780822,15.449315068493151,1,1,1,0,3,False,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
529,0,40.87123287671233,5.112328767123287,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
531,0,55.43287671232878,17.035616438356165,1,1,1,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
533,0,64.14520547945207,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
534,1,41.39452054794521,5.358904109589041,1,0,0,0,3,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
539,0,26.008219178082193,0.3561643835616438,1,0,0,1,2,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
541,0,62.649315068493145,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
551,1,29.01643835616439,3.2739726027397262,1,0,0,0,3,False,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
553,2,40.63561643835617,20.28493150684932,1,1,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
554,0,33.92602739726028,5.526027397260274,1,1,1,0,1,False,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
556,1,26.849315068493148,5.778082191780823,1,0,0,1,2,False,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
559,0,65.1178082191781,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
564,0,37.69315068493151,6.945205479452055,1,0,0,1,2,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
566,1,38.76164383561644,4.358904109589041,1,1,1,0,3,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
567,0,59.87397260273973,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
574,1,36.78082191780822,8.610958904109589,1,0,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
575,0,42.945205479452056,0.7753424657534247,1,0,0,1,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
583,1,30.43013698630137,0.3561643835616438,1,0,0,0,3,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
584,0,58.95342465753425,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
587,0,62.9041095890411,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
588,0,36.293150684931504,15.953424657534244,1,1,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
590,0,51.386301369863006,10.695890410958905,1,0,0,1,2,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
598,1,34.580821917808215,1.8575342465753424,1,0,1,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
599,0,32.63561643835617,6.027397260273973,1,0,0,0,2,False,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
603,0,35.854794520547955,0.8575342465753425,1,0,0,0,2,False,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
605,2,37.81643835616438,0.4383561643835616,1,1,1,0,4,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
607,0,54.75890410958904,-1000.6657534246576,1,0,0,0,2,False,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
611,1,27.994520547945214,0.8575342465753425,1,1,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
614,0,47.490410958904114,6.860273972602741,1,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
615,1,50.61917808219178,7.191780821917808,1,0,0,0,3,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
623,0,55.794520547945204,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
625,2,38.15890410958904,8.361643835616439,1,0,0,0,4,True,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
626,2,38.15890410958904,8.361643835616439,1,0,0,0,4,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
628,0,49.81917808219178,8.276712328767124,1,0,1,1,1,False,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
629,0,43.21643835616438,7.947945205479453,1,0,1,0,2,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
632,0,27.794520547945204,4.608219178082192,1,0,0,1,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
635,1,31.013698630136986,4.358904109589041,1,0,0,1,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
638,1,38.83013698630136,5.273972602739726,1,0,0,1,3,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
639,1,46.05205479452055,9.115068493150686,1,0,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
641,0,62.813698630136976,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
643,1,29.906849315068488,2.5232876712328767,1,0,0,0,3,False,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
644,2,32.50410958904109,12.364383561643837,1,0,0,0,4,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
647,0,54.512328767123286,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
650,0,58.03561643835617,3.024657534246576,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
653,0,60.969863013698635,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
656,0,53.20821917808219,5.526027397260274,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
657,0,34.13972602739726,1.8575342465753424,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
663,0,52.77534246575343,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
664,1,24.227397260273968,1.356164383561644,1,1,1,0,3,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
666,0,30.28767123287671,2.9424657534246577,1,0,0,0,1,False,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
667,2,36.60273972602739,11.194520547945206,1,0,0,0,4,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
672,0,47.00821917808219,8.191780821917808,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
673,0,57.02739726027397,2.271232876712329,1,0,0,1,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
674,0,28.21095890410959,6.112328767123286,1,0,0,0,2,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
677,0,56.6,0.8575342465753425,1,1,1,1,1,False,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
678,2,38.24109589041096,8.276712328767124,1,0,0,0,4,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
680,0,43.45753424657535,13.865753424657536,1,0,1,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
683,2,37.88493150684931,16.44931506849315,1,1,1,0,4,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
685,0,58.61917808219178,2.7753424657534245,1,0,0,1,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
691,0,32.47397260273973,13.865753424657536,1,1,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
696,0,60.31232876712329,28.04383561643836,1,1,1,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
698,0,58.49315068493151,-1000.6657534246576,1,0,1,0,2,False,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
701,0,61.06849315068493,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
702,1,38.07123287671233,0.9424657534246575,1,0,0,0,2,False,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
705,0,30.235616438356168,11.783561643835617,1,1,1,0,1,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
708,1,39.654794520547945,6.189041095890411,1,0,0,1,3,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
709,0,64.03287671232877,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
710,0,46.58630136986302,12.531506849315068,1,0,0,1,2,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
711,1,30.24383561643836,7.695890410958903,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
714,0,42.328767123287676,2.1095890410958904,1,0,0,1,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
720,2,41.47945205479452,8.695890410958905,1,1,0,1,4,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
723,0,35.876712328767134,4.526027397260274,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
731,2,47.34520547945207,15.282191780821917,1,1,0,0,4,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
732,0,51.11232876712329,7.2767123287671245,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
733,0,61.35616438356164,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
734,0,32.38904109589041,2.024657534246576,1,0,0,1,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
735,1,48.942465753424656,19.369863013698627,1,0,0,1,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
738,0,45.375342465753434,2.8575342465753426,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
742,1,38.47945205479452,2.8575342465753426,1,0,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
743,1,49.789041095890404,1.8575342465753424,1,0,1,1,3,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
744,1,49.789041095890404,1.8575342465753424,1,0,1,1,3,True,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
750,0,56.67945205479453,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
753,0,65.09041095890412,-1000.6657534246576,1,0,0,1,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
758,0,62.24657534246575,2.356164383561644,1,0,1,1,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
760,0,55.88767123287671,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
762,0,61.0,2.271232876712329,1,0,0,1,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
763,0,61.0,2.271232876712329,1,0,0,1,1,True,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
764,2,34.917808219178085,1.4383561643835616,1,0,0,1,4,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
766,0,46.06575342465754,18.12054794520548,1,0,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
772,0,62.54246575342465,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
773,1,37.72054794520548,7.027397260273973,1,0,0,0,3,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
781,0,40.36438356164384,3.778082191780822,1,0,0,0,2,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
784,0,30.717808219178075,7.027397260273973,1,0,0,1,2,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
785,1,37.30684931506849,7.528767123287671,1,0,0,0,3,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
786,0,49.901369863013706,9.610958904109587,1,0,0,1,2,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
788,0,49.43835616438356,4.945205479452055,1,0,0,0,1,False,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
789,0,60.6,-1000.6657534246576,1,0,0,0,2,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
790,0,30.46027397260274,10.610958904109587,1,1,0,0,1,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
791,0,54.9972602739726,0.6054794520547945,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
800,0,29.416438356164388,5.693150684931508,1,0,0,1,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
810,0,32.934246575342456,0.3561643835616438,1,0,1,1,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
814,2,45.36438356164385,8.863013698630136,1,0,0,0,4,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
817,0,45.446575342465756,2.7753424657534245,1,0,0,1,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
818,1,47.91506849315069,20.704109589041096,1,0,1,0,3,False,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
819,0,55.610958904109594,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
826,1,62.42191780821918,-1000.6657534246576,1,0,0,0,3,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
827,0,50.44931506849315,14.254794520547945,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
828,0,51.553424657534244,2.997260273972602,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
830,0,34.59178082191781,14.506849315068493,1,0,0,0,1,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
831,1,46.75890410958904,0.6657534246575343,1,0,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
833,1,43.405479452054784,3.8301369863013703,1,0,1,0,3,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
837,0,60.43561643835615,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
838,1,55.36438356164385,22.008219178082193,1,0,1,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
840,0,52.48219178082192,12.33972602739726,1,0,0,0,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
841,0,61.14794520547945,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
847,1,44.76164383561644,12.75068493150685,1,1,1,0,3,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
848,0,56.49589041095891,-1000.6657534246576,1,0,0,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
849,0,51.91780821917809,2.7452054794520553,1,1,1,0,2,True,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
850,0,51.91780821917809,2.7452054794520553,1,1,1,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
853,0,57.45205479452055,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
855,0,27.78356164383561,6.934246575342466,1,0,0,0,1,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
858,0,41.56712328767123,6.504109589041097,1,0,1,0,2,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
859,0,35.35342465753425,11.772602739726029,1,0,1,0,1,False,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
861,0,51.512328767123286,2.5013698630136987,1,0,0,0,2,False,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
862,0,51.178082191780824,-1000.6657534246576,1,0,0,0,2,False,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
863,1,37.317808219178076,3.0876712328767124,1,0,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
866,1,34.967123287671235,6.178082191780822,1,0,1,0,3,False,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
869,0,27.2054794520548,1.8465753424657532,1,0,0,0,1,False,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
870,2,29.810958904109587,0.33424657534246577,1,0,0,0,4,False,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
871,1,29.05205479452055,6.504109589041097,1,0,0,0,3,False,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
873,1,34.109589041095894,4.016438356164383,1,0,0,0,3,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
874,0,62.320547945205476,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
882,0,50.56438356164385,18.605479452054798,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
887,0,31.364383561643837,5.4301369863013695,1,0,0,0,1,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
889,1,39.75890410958904,12.591780821917805,1,0,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
892,0,38.70958904109589,15.775342465753427,1,0,0,0,1,False,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
898,1,42.72328767123288,1.9315068493150684,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
899,2,60.512328767123286,-1000.6657534246576,1,0,0,0,4,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
900,1,32.605479452054794,0.5013698630136987,1,0,0,1,3,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
902,0,46.29041095890411,0.6794520547945205,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
904,0,48.67671232876712,10.421917808219176,1,0,0,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
911,3,41.57260273972604,1.5945205479452054,1,0,0,0,5,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
915,0,31.364383561643837,2.92054794520548,1,1,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
916,0,54.717808219178075,18.10958904109589,1,0,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
922,0,50.558904109589044,20.5972602739726,1,0,0,0,2,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
925,0,60.54794520547945,1.5835616438356164,1,0,0,1,2,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
930,1,30.156164383561645,2.0876712328767124,1,0,0,0,3,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
933,1,30.156164383561645,2.0876712328767124,1,0,0,0,3,True,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
937,0,59.84931506849315,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
943,0,54.97534246575343,10.926027397260272,1,1,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
949,0,51.8,6.767123287671232,1,0,0,0,1,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
950,1,46.87671232876714,1.0136986301369864,1,0,0,0,3,False,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
953,1,26.156164383561645,3.671232876712329,1,0,0,0,3,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
957,0,36.47945205479452,14.257534246575347,1,1,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
958,0,58.67123287671233,7.5178082191780815,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
959,0,57.93972602739726,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
960,1,31.50958904109589,2.0136986301369864,1,0,0,0,3,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
963,0,32.61643835616438,6.767123287671232,1,0,1,1,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
971,1,43.17808219178082,5.090410958904108,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
972,1,41.35890410958904,7.8410958904109584,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
973,4,38.767123287671225,1.0986301369863014,1,0,0,0,6,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
974,0,57.419178082191785,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
976,0,49.68767123287671,27.698630136986303,1,0,1,0,2,False,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
979,0,52.797260273972604,13.257534246575347,1,0,0,1,2,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
984,0,60.90684931506849,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
985,0,62.786301369863004,-1000.6657534246576,1,0,0,0,2,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
986,1,25.50684931506849,4.597260273972604,1,0,0,0,3,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
989,0,57.178082191780824,4.336986301369863,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
995,1,32.44657534246576,1.1753424657534246,1,0,0,0,2,False,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
996,0,49.83013698630136,1.5835616438356164,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
997,0,27.13972602739726,0.33424657534246577,1,1,1,0,2,False,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
998,2,34.049315068493144,13.424657534246574,1,0,1,1,4,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1000,0,26.81369863013699,4.586301369863014,1,0,0,0,2,False,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1003,0,59.14794520547945,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1004,0,58.27123287671233,-1000.6657534246576,1,0,1,0,2,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1008,0,52.901369863013706,6.671232876712327,1,0,1,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
